Date,Store,Dept,Actual_Sales,Predicted_Sales,Error,Abs_Percent_Error
2012-08-10,1,17,8441.34,8308.911236403936,132.42876359606453,1.5688121032450362
2012-08-17,1,17,8710.04,8148.081298495159,561.9587015048419,6.451849836566098
2012-08-24,1,17,9523.9,8763.681464314484,760.2185356855152,7.982218793619371
2012-08-31,1,17,8158.73,8849.373250431661,-690.6432504316617,8.465082806167894
2012-09-07,1,17,8712.44,8906.91931538096,-194.47931538095872,2.232202636471054
2012-09-14,1,17,7075.73,8613.38711771355,-1537.6571177135502,21.731427255047187
2012-09-21,1,17,7143.59,7820.002591266754,-676.4125912667541,9.468804778364298
2012-09-28,1,17,7155.75,7549.892984343645,-394.14298434364537,5.508059732992983
2012-10-05,1,17,9040.52,7779.36665489288,1261.15334510712,13.950008905539946
2012-10-12,1,17,7908.36,8170.918770911569,-262.5587709115689,3.320015412949953
2012-10-19,1,17,7640.43,7980.460448296053,-340.0304482960528,4.4504098368292455
2012-10-26,1,17,7640.92,7695.078108624259,-54.1581086242586,0.7087904156077881
2012-08-17,1,18,9.97,480.6812750291698,-470.71127502916977,4721.276580031792
2012-08-24,1,18,4.97,1349.9045564001506,-1344.9345564001505,27061.057472840053
2012-08-31,1,18,4.97,743.640490384315,-738.6704903843149,14862.585319603922
2012-09-07,1,18,4.97,615.5465171388163,-610.5765171388163,12285.24179353755
2012-09-14,1,18,649.09,1033.9342589956202,-384.8442589956202,59.289814816993044
2012-09-21,1,18,3361.0,1180.6862892417732,2180.313710758227,64.87098217072975
2012-09-28,1,18,4867.7,3515.595222605787,1352.1047773942128,27.77707700544842
2012-10-05,1,18,7291.46,5206.339666451414,2085.120333548586,28.596746516453305
2012-10-12,1,18,8171.79,7460.891678569689,710.8983214303107,8.699419850856554
2012-10-19,1,18,10569.09,9104.617189644414,1464.4728103555863,13.85618639216419
2012-10-26,1,18,17934.28,11397.625222738821,6536.6547772611775,36.44782381707645
2012-08-03,1,19,901.62,1073.344042555668,-171.724042555668,19.046166073918947
2012-08-10,1,19,875.1,999.5185379437067,-124.41853794370672,14.217636606525735
2012-08-17,1,19,1192.39,904.623045005404,287.76695499459606,24.133627000779615
2012-08-24,1,19,1328.49,1063.4155134853772,265.0744865146228,19.953066000844778
2012-08-31,1,19,900.06,1203.798711774565,-303.738711774565,33.74649598633035
2012-09-07,1,19,1225.7,1091.0073058953342,134.69269410466586,10.98904251486219
2012-09-14,1,19,733.78,1158.6139237155032,-424.83392371550326,57.89663437481306
2012-09-21,1,19,1015.46,1060.874666361817,-45.4146663618169,4.472324499420647
2012-09-28,1,19,1385.85,1008.0575965767795,377.79240342322043,27.260699456883536
2012-10-05,1,19,1192.58,1264.0976317055329,-71.51763170553295,5.996883370971587
2012-10-12,1,19,1415.68,1231.0803787936713,184.59962120632872,13.039643224904548
2012-10-19,1,19,1247.56,1296.507231288278,-48.94723128827809,3.923437052188119
2012-10-26,1,19,1640.81,1290.2174709780952,350.59252902190474,21.367039999872304
2012-08-03,1,20,4708.44,4524.390504548826,184.04949545117324,3.908927276362729
2012-08-10,1,20,4534.37,4505.945510029508,28.424489970491777,0.6268674583347141
2012-08-17,1,20,3980.4,4628.644227146303,-648.2442271463028,16.285906621100963
2012-08-24,1,20,3452.67,4298.121248492894,-845.4512484928937,24.48688257183263
2012-08-31,1,20,4602.26,4212.604998978602,389.65500102139777,8.466601213781875
2012-09-07,1,20,4342.34,4409.405191737734,-67.06519173773358,1.5444481946999447
2012-09-14,1,20,3548.56,4242.710173559027,-694.1501735590268,19.561460805482415
2012-09-21,1,20,3532.28,3831.78229525036,-299.50229525036,8.479007758455163
2012-09-28,1,20,3200.54,3885.206069653658,-684.6660696536578,21.392204742126573
2012-10-05,1,20,4184.73,3541.375292401365,643.3547075986344,15.373864206260246
2012-10-12,1,20,3126.49,3756.7780826899975,-630.2880826899977,20.159606545678947
2012-10-19,1,20,3640.07,3423.3970933334244,216.67290666657573,5.952437910990056
2012-10-26,1,20,2680.53,3577.4062969140814,-896.8762969140812,33.45891659164722
2012-08-03,1,21,6393.77,7277.0049208084365,-883.2349208084361,13.813992696146968
2012-08-10,1,21,6752.85,6933.209266175361,-180.35926617536097,2.670861431475021
2012-08-17,1,21,6182.36,6912.9976060096515,-730.6376060096518,11.818101922399403
2012-08-24,1,21,6965.28,6890.037403006303,75.24259699369668,1.08025229414606
2012-08-31,1,21,7031.77,7260.155344476402,-228.38534447640177,3.2479069206814466
2012-09-07,1,21,8258.47,7454.538014496004,803.9319855039957,9.734635901129336
2012-09-14,1,21,8013.36,8054.934538676401,-41.57453867640106,0.5188153118841667
2012-09-21,1,21,7085.79,7835.210739657786,-749.4207396577858,10.576389360364699
2012-09-28,1,21,7737.13,7598.269327681951,138.86067231804918,1.7947310219428803
2012-10-05,1,21,7790.01,8269.508240563347,-479.4982405633473,6.155296855374348
2012-10-12,1,21,7020.8,7752.163511684379,-731.3635116843789,10.41709650872235
2012-10-19,1,21,7614.71,7471.41946711239,143.29053288761042,1.8817595533856237
2012-10-26,1,21,8194.63,7729.786210538437,464.84378946156176,5.672541523675405
2012-08-03,1,22,7160.87,7162.49593007552,-1.6259300755200456,0.02270576166750752
2012-08-10,1,22,7229.94,7490.965418117441,-261.0254181174414,3.6103400321087236
2012-08-17,1,22,7788.49,7173.435437057067,615.0545629429325,7.896967999482987
2012-08-24,1,22,6364.81,7784.446532230088,-1419.636532230088,22.30446049811523
2012-08-31,1,22,5742.4,7087.7038645846105,-1345.303864584611,23.427554064234656
2012-09-07,1,22,7669.83,7664.616695405418,5.213304594582041,0.0679715794819708
2012-09-14,1,22,5462.99,7360.55502989802,-1897.56502989802,34.73491677447735
2012-09-21,1,22,5663.49,6507.159997356524,-843.6699973565246,14.896644954904566
2012-09-28,1,22,6892.92,5803.78345930069,1089.13654069931,15.800800541705257
2012-10-05,1,22,7821.14,7135.144456960669,685.9955430393311,8.771042879162515
2012-10-12,1,22,8966.16,7150.009688926706,1816.1503110732938,20.255608990619102
2012-10-19,1,22,8236.39,7898.799822704814,337.59017729518564,4.098763867364048
2012-10-26,1,22,8236.88,7845.233747592325,391.6462524076742,4.754788857039003
2012-08-03,1,23,22566.41,20543.08186608757,2023.3281339124296,8.966105525479815
2012-08-10,1,23,21599.34,21733.020791149942,-133.6807911499418,0.6189114628036866
2012-08-17,1,23,21808.81,22030.850423445172,-222.04042344517075,1.0181226002022612
2012-08-24,1,23,25618.62,22842.880097148387,2775.739902851612,10.834853332660433
2012-08-31,1,23,23361.12,23752.545720245733,-391.4257202457338,1.6755434681459358
2012-09-07,1,23,17406.85,22308.97493900775,-4902.12493900775,28.162045051274358
2012-09-14,1,23,14172.52,18532.1745215225,-4359.654521522498,30.761322062149127
2012-09-21,1,23,15702.02,16595.139509219036,-893.1195092190355,5.687927471873272
2012-09-28,1,23,14731.92,16561.8341091642,-1829.9141091641995,12.421423067490181
2012-10-05,1,23,19478.62,17033.61546489887,2445.0045351011286,12.552247207970218
2012-10-12,1,23,21024.28,18301.20351767891,2723.0764823210884,12.952055824604164
2012-10-19,1,23,17191.96,20108.251271084308,-2916.2912710843084,16.96311107683073
2012-10-26,1,23,21460.58,18718.559140052184,2742.0208599478174,12.77701189785093
2012-08-03,1,24,8003.97,6493.752211638121,1510.2177883618797,18.868358931403787
2012-08-10,1,24,8870.23,7474.455215450473,1395.7747845495269,15.73549710153544
2012-08-17,1,24,12967.94,11204.457958757688,1763.4820412423123,13.598783162493907
2012-08-24,1,24,16785.62,12555.19623929627,4230.4237607037285,25.202666095763686
2012-08-31,1,24,13181.63,9864.016249943801,3317.613750056198,25.168463612286175
2012-09-07,1,24,5138.69,9371.58882615972,-4232.89882615972,82.37311116568074
2012-09-14,1,24,4980.64,6055.35480791275,-1074.71480791275,21.57784557632654
2012-09-21,1,24,4979.52,4917.1488376389425,62.37116236105794,1.252553707205874
2012-09-28,1,24,4364.69,4760.071731138493,-395.3817311384937,9.058644053495064
2012-10-05,1,24,7322.07,4852.836034928067,2469.2339650719323,33.72316797124218
2012-10-12,1,24,7733.2,5325.464165211713,2407.7358347882864,31.13505191626088
2012-10-19,1,24,5355.52,6952.522022262456,-1597.0020222624553,29.819737808139173
2012-10-26,1,24,7106.74,6258.161257826921,848.5787421730784,11.940478224517548
2012-08-03,1,25,10019.2,9770.77678661705,248.42321338295005,2.479471548456464
2012-08-10,1,25,8614.67,9528.469294942817,-913.7992949428171,10.607478811641272
2012-08-17,1,25,9780.51,9161.98164469898,618.5283553010195,6.324091026960961
2012-08-24,1,25,10625.07,9926.12748290423,698.9425170957693,6.57823917485503
2012-08-31,1,25,10284.77,10047.870191377922,236.89980862207813,2.303404049114157
2012-09-07,1,25,7461.45,10206.038588724447,-2744.5885887244467,36.78358212846627
2012-09-14,1,25,7541.58,8873.933215956442,-1332.353215956442,17.66676500092079
2012-09-21,1,25,7804.28,8185.877240306587,-381.5972403065871,4.889589306208735
2012-09-28,1,25,7685.71,8197.783924761774,-512.0739247617739,6.662675598764121
2012-10-05,1,25,11140.24,8153.664803681396,2986.575196318604,26.8088945688657
2012-10-12,1,25,10485.04,9532.061846522432,952.9781534775684,9.088931978109462
2012-10-19,1,25,8702.47,9686.956769655128,-984.4867696551282,11.312728106562025
2012-10-26,1,25,11066.13,9816.2823529844,1249.8476470155983,11.294351747319057
2012-08-03,1,26,5764.11,5135.802293184153,628.3077068158464,10.900342061755351
2012-08-10,1,26,5498.9,5516.7084782387,-17.808478238700445,0.32385528448781475
2012-08-17,1,26,4924.3,5835.634595914873,-911.3345959148728,18.506886174986757
2012-08-24,1,26,5369.29,5184.875097906607,184.4149020933928,3.4346236111924076
2012-08-31,1,26,5602.58,5315.1964931928715,287.38350680712847,5.1294851087736095
2012-09-07,1,26,5011.22,5389.396424676945,-378.1764246769444,7.546593936744832
2012-09-14,1,26,6001.13,5248.987395348806,752.1426046511942,12.533349630006253
2012-09-21,1,26,6550.81,5493.20319945427,1057.60680054573,16.144672193907773
2012-09-28,1,26,5035.97,5998.227961889946,-962.2579618899454,19.107698455112825
2012-10-05,1,26,8784.99,6079.468968518794,2705.5210314812057,30.7970872076258
2012-10-12,1,26,12773.34,7123.4411305951435,5649.898869404857,44.231961800162345
2012-10-19,1,26,7004.13,10044.922863290236,-3040.792863290236,43.41428361966776
2012-10-26,1,26,7412.16,8181.814209385124,-769.654209385124,10.383669664242595
2012-08-03,1,27,1145.67,1120.9389374487112,24.731062551288915,2.1586549836592486
2012-08-10,1,27,1122.14,1094.7305172266902,27.409482773309946,2.4426081213850273
2012-08-17,1,27,1476.09,1238.244209783352,237.84579021664786,16.113230915231988
2012-08-24,1,27,1643.59,1386.6629220712348,256.92707792876513,15.632066265234343
2012-08-31,1,27,1580.28,1466.4758006373654,113.80419936263456,7.201521209066404
2012-09-07,1,27,1060.29,1466.1648757085795,-405.87487570857957,38.279609890556316
2012-09-14,1,27,857.88,1292.9598143270634,-435.07981432706345,50.715696172782145
2012-09-21,1,27,1047.27,1116.3455217075982,-69.07552170759823,6.595770117314373
2012-09-28,1,27,948.57,1103.1951032979105,-154.6251032979104,16.300863752586565
2012-10-05,1,27,1492.09,1108.1467750242355,383.94322497576445,25.731907926181698
2012-10-12,1,27,1536.58,1252.8134121073656,283.76658789263433,18.467413860172226
2012-10-19,1,27,1841.73,1452.5738269707053,389.1561730292947,21.129925289227774
2012-10-26,1,27,1712.02,1562.2615107892939,149.7584892107061,8.7474731142572
2012-08-03,1,28,303.36,390.2483426570299,-86.88834265702991,28.6419905910568
2012-08-10,1,28,307.87,338.78178838359213,-30.911788383592125,10.040532816965642
2012-08-17,1,28,312.75,324.66450704182915,-11.914507041829154,3.809594577723151
